Address,Location,Rent,Beds,Area_in_sqft,predicted_Rent,price_difference,ML_Assessment,predicted_Rent_category,Interior_Image_URL,image_embedding
"1 Residences Building 1, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",Bur Dubai,110000,0,887,34176.532067870365,75823.46793212963,Overvalued,Low,https://images.unsplash.com/photo-1719474815675-70b264f18962?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3OTY2MDJ8MHwxfHNlYXJjaHwzfHxidXNpbmVzcyUyMGJheSUyMGFwYXJ0bWVudCUyMGR1YmFpfGVufDB8fHx8MTc1NzEwNTc0OXww&ixlib=rb-4.1.0&q=80&w=1080,"[-1.93533421e-01  1.39956325e-01  1.07791582e-02 -2.30227351e-01
  1.08934663e-01 -3.17839295e-01 -5.06709404e-02  1.11274071e-01
  3.61040711e-01 -2.16333136e-01  9.80702713e-02 -1.03293918e-02
  4.01187927e-01 -4.84379679e-01  2.43267328e-01 -5.12399495e-01
  1.57564536e-01  1.77625977e-02  5.09811401e-01 -4.18482780e-01
  7.85197735e-01  1.04958951e-01 -2.34240200e-02  4.46882606e-01
 -5.51323444e-02  6.93517864e-01  3.81144524e-01  2.34875381e-02
 -1.44763708e-01 -8.07212591e-02  3.51405710e-01  6.03483617e-02
 -4.14132476e-01 -4.77749646e-01 -2.71979421e-01  2.63232797e-01
 -5.77161796e-02  5.97836860e-02  2.84668654e-01  9.52200949e-01
 -5.82778119e-02 -1.08731136e-01  1.59863919e-01 -4.81448114e-01
 -1.56597883e-01 -1.77933919e+00 -2.01792315e-01  3.58276337e-01
 -1.46006569e-01 -2.55728841e-01  1.35330543e-01 -2.03840554e-01
  5.26212573e-01 -8.91727433e-02 -2.27932543e-01  1.60289451e-01
  4.15098444e-02 -1.50899202e-01  2.87967831e-01 -1.93604827e-01
 -3.27163607e-01  5.20432442e-02  4.46152464e-02  6.26457706e-02
 -4.34374958e-01 -2.16289550e-01  4.39300179e-01 -1.22774825e-01
  3.05346429e-01  2.21921280e-01 -1.66121408e-01  2.08963528e-01
 -8.36166367e-02  1.73431039e-01  3.00477028e-01 -1.29777730e-01
 -4.64807391e-01  2.84148723e-01  3.40456098e-01 -5.06708324e-02
  3.08912039e-01 -2.58105934e-01 -1.72204245e-02  1.07073855e+00
  2.47244224e-01 -1.39319673e-01  6.77413702e-01 -7.24798858e-01
 -1.22903025e+00 -2.40844429e-01  2.94435263e-01 -6.26490831e-01
 -5.86702394e+00  3.11027527e-01 -1.38779536e-01  5.28921366e-01
  2.84556687e-01  5.78784049e-01  4.03238356e-01  7.67099932e-02
 -7.66747519e-02  3.13160747e-01  1.45910278e-01 -3.64174247e-01
 -1.93639055e-01 -9.39432681e-02 -1.27952325e+00  3.05576503e-01
 -1.39159724e-01 -1.71518996e-01 -3.69689822e-01 -2.49245226e-01
  1.98319405e-01  1.01765595e-01  5.99822581e-01 -1.92011341e-01
  5.18251676e-04  9.83615071e-02 -2.62496416e-02  2.16879085e-01
  3.16316396e-01  3.41873795e-01  3.69621545e-01 -5.04355005e-04
  1.53041661e-01  3.91445793e-02  2.72907019e-01  3.58467579e-01
 -1.51469097e-01  3.81506890e-01  9.28114429e-02 -1.98142603e-02
 -3.31612080e-01  7.54207075e-01 -1.96311176e-01  4.17554110e-01
 -2.92187095e-01  2.02989951e-01 -3.81233059e-02 -4.17616963e-02
  2.79411316e-01  2.04478223e-02 -1.20490827e-01  3.51151109e-01
  1.38312325e-01 -5.69426902e-02 -8.29852968e-02 -5.67454696e-02
 -2.54166186e-01  1.40229732e-01  5.88173494e-02  2.21107498e-01
  6.68127298e-01  4.44337279e-02  4.60159816e-02 -5.54781519e-02
 -5.90237752e-02  1.76012993e-01  4.87159461e-01  5.17685451e-02
 -4.21211839e-01 -1.27157822e-01  1.37043476e-01  1.87754199e-01
 -1.11457877e-01 -1.36842087e-01  4.36825156e-01  3.26736957e-01
 -1.37349321e-02  1.31511658e-01 -2.87996233e-01 -8.43951926e-02
 -2.48224095e-01  9.39709172e-02 -1.33366704e-01  3.72691512e-01
  1.20395362e+00 -2.17964888e-01 -7.37719834e-02 -2.00815171e-01
 -2.13063940e-01 -7.02779233e-01 -1.69521540e-01  1.48771808e-01
 -2.22476721e-01 -1.07828854e-02 -9.08433646e-03 -3.34436387e-01
 -1.50696948e-01  3.34522724e-01 -1.89363286e-02 -2.96025872e-01
  2.24387154e-01 -1.18983254e-01 -2.39913046e-01  1.28991604e-01
  1.38976708e-01 -1.59555972e-02 -1.32519770e+00  3.65519434e-01
  9.10783559e-02  3.85388106e-01  4.89288658e-01 -2.46589154e-01
  3.90779167e-01  8.52899775e-02  1.36604652e-01 -5.27712777e-02
 -2.45713010e-01  8.81455839e-02 -3.21959019e-01  6.45536721e-01
  1.76151425e-01  2.55530905e-02  6.14371061e-01 -5.72471321e-01
  1.55670568e-01  1.91799819e-01  5.68506360e-01  1.73085958e-01
  2.82412469e-01  5.37346542e-01  5.41430973e-02 -5.91895580e-01
 -7.93934241e-02  1.70815468e-01  1.99064031e-01 -8.13730061e-02
 -1.10183045e-01  3.26875038e-02  3.43850672e-01 -1.66564643e-01
  1.01906426e-01  1.01318277e-01  1.81452319e-01  9.93242443e-01
 -1.61757708e-01  5.59599213e-02 -5.51726580e-01 -5.48619747e-01
 -1.52782321e-01 -8.26559439e-02  2.82682568e-01 -3.95649016e-01
 -5.29115759e-02  1.05102849e+00 -1.19844995e-01  1.90285549e-01
  4.76823281e-03 -1.55385435e-01  5.11452079e-01  3.21021885e-01
  4.37544018e-01  2.33358175e-01  4.29879874e-02  3.39487582e-01
 -3.02317411e-01  3.98094445e-01  1.35671759e+00 -2.25655977e-02
 -1.44761994e-01  2.63830692e-01  8.65429360e-03  8.43771279e-01
  1.07037127e-01 -2.08816871e-01 -4.83752787e-01  3.85299593e-01
 -1.97107315e-01 -2.09301487e-02  1.04006603e-01  1.32170469e-01
  1.24756329e-01  1.40139401e-01  1.97537705e-01 -2.66256958e-01
  3.30510214e-02 -1.44247636e-01  6.81282207e-02 -1.22322291e-01
 -1.26135498e-01  1.24578148e-01 -2.77514279e-01 -1.04496973e-02
  1.04322411e-01 -1.28030449e-01  4.61873889e-01  3.17243785e-01
 -2.56373495e-01 -2.70609528e-01  1.84091181e-01  4.77277786e-01
  2.99239606e-01  2.42905557e-01 -3.01108569e-01  8.20926055e-02
  2.59814531e-01  6.75079584e-01 -4.94236201e-02  5.56519032e-02
  6.84306100e-02  2.02633396e-01 -2.18884125e-01 -4.83613789e-01
  5.63846603e-02 -3.24860692e-01 -3.25808883e-01 -1.80936962e-01
  6.55509591e-01  5.18272996e-01 -3.78878228e-02  7.03747153e-01
  7.51359940e-01  2.66606826e-02 -2.89067328e-01  5.95207453e-01
  1.31464064e-01  3.95117134e-01 -3.99277844e-02 -7.59009957e-01
  7.30028510e-01  6.77917719e-01 -1.77785099e-01  8.65635835e-03
  3.79286468e-01  4.05706733e-01  7.91760311e-02 -4.37597990e-01
 -2.36050878e-02 -2.97525287e-01 -3.73076409e-01 -2.12620288e-01
  2.83023328e-01 -6.94141239e-02 -3.01902533e-01  2.26462975e-01
  9.99033675e-02  8.32854025e-03  9.09463167e-02 -9.61857010e-03
  2.03337278e-02 -5.52469075e-01 -2.65068471e-01  2.75016040e-01
 -2.89406598e-04 -6.25538379e-02  3.09069246e-01  6.05291836e-02
  3.21683466e-01  2.36966349e-02  4.05954778e-01 -7.83774182e-02
 -2.91604549e-01 -2.54749864e-01  1.86624184e-01 -1.53003109e+00
  4.71789211e-01  4.57686096e-01 -1.39632463e-01 -5.13882756e-01
 -1.33143926e+00 -2.34424174e-02  1.55120894e-01  4.85435516e-01
  2.47651637e-01 -9.48033556e-02 -5.81906557e-01 -1.51052281e-01
 -2.39664346e-01 -8.51503387e-02 -1.66845530e-01 -2.40947932e-01
  8.11852291e-02 -2.93636203e-01  1.02646820e-01  3.24245207e-02
  1.08652389e+00  2.06261221e-02  2.06342965e-01  5.28618276e-01
 -2.67523855e-01 -4.03658688e-01  3.50582093e-01 -3.46463062e-02
  3.56517434e-01 -4.74230766e-01 -4.24681753e-01 -1.34445116e-01
 -1.49548531e-01  4.18138266e-01 -3.59798402e-01  6.04380310e-01
  4.17450257e-02  6.72927856e-01 -8.40631187e-01 -4.07000035e-01
 -1.56660490e-02 -1.23495229e-01  6.11769915e-01  7.86623836e-01
 -6.51339233e-01  2.52210617e-01  9.27365482e-01 -3.36835504e-01
  3.60367715e-01 -1.27484156e-02 -2.06404030e-01 -2.88810372e-01
 -6.95760667e-01 -4.60302047e-02 -2.95249730e-01  2.76568055e-01
  1.70563921e-01  7.31811762e-01 -1.68176711e-01  4.93640959e-01
 -4.01318282e-01 -7.54865259e-02 -3.56620222e-01  1.95795938e-01
  2.12013677e-01 -8.75763074e-02 -1.21167503e-01  4.52249795e-01
 -5.83969772e-01  6.40495539e-01 -2.46069402e-01  3.24587405e-01
 -2.36906910e+00 -5.07433787e-02  8.11652616e-02 -3.32697690e-01
  4.58230019e-01 -1.04796365e-01  1.41186312e-01  1.06433526e-01
 -3.25008422e-01  5.61296940e-02  1.85081765e-01  2.17271820e-02
 -3.26358117e-02 -5.03858179e-02  2.64065772e-01  2.30007246e-01
 -6.16763949e-01 -2.25216210e-01  4.98069488e-02 -7.53296465e-02
  6.13605976e-02 -3.46670628e-01  8.19239795e-01  2.53220022e-01
 -2.40402743e-01  1.06949937e+00  9.84041542e-02  4.95338105e-02
  3.67856145e-01 -4.24965948e-01  1.75684303e-01  1.48058906e-01
 -1.60890341e-01  4.58752751e-01  1.23205103e-01 -1.76502660e-01
  1.67624339e-01 -1.35693371e-01  1.35831639e-01 -9.65453975e-04
 -2.45618448e-01  2.21348442e-02 -7.52116859e-01  4.10068296e-02
 -2.26033464e-01 -5.22946477e-01  1.31670469e-02  1.07571438e-01
 -1.39841497e-01 -1.67894959e-02  1.57405615e-01  1.48382381e-01
 -3.57077122e-01 -8.99997592e-01 -3.77712622e-02  2.32558325e-02
  2.62021840e-01  5.99524677e-01 -3.81398678e-01  1.40792221e-01
 -2.46849597e-01  3.40411365e-02  1.12768605e-01  2.26738289e-01
  5.64661622e-01 -5.13519585e-01  4.68321107e-02  4.38154377e-02
  2.81206667e-01  4.99155402e-01 -2.62028854e-02  1.75702840e-01
 -2.23478362e-01 -5.81758261e-01  1.85506865e-01  2.11924493e-01
 -4.49482590e-01  3.33426476e-01 -2.46341467e-01  5.63033700e-01
 -3.48107845e-01  1.32732406e-01 -1.11557856e-01 -3.39373559e-01]"
"15 Northside Tower 1, 15 Northside, Business Bay, Dubai",Business Bay,85000,0,371,31980.297635360126,53019.702364639874,Overvalued,Low,https://images.unsplash.com/photo-1719474814907-7fb947f865aa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3OTY2MDJ8MHwxfHNlYXJjaHw0fHxidXNpbmVzcyUyMGJheSUyMGFwYXJ0bWVudCUyMGR1YmFpfGVufDB8fHx8MTc1NzEwNTc0OXww&ixlib=rb-4.1.0&q=80&w=1080,"[-1.18551388e-01 -2.23906748e-02 -3.66331935e-02  7.66659975e-02
  2.73851335e-01 -1.99927554e-01  4.33699414e-02  5.12149811e-01
  9.79936570e-02  1.81561515e-01  1.16798371e-01 -3.03822577e-01
  1.82269379e-01 -8.76213517e-03  3.94875228e-01 -1.86378121e-01
 -5.16370833e-01  6.77085370e-02  3.38369906e-01 -1.91594824e-01
 -5.36818027e-01  2.05029711e-01  2.99938977e-01 -4.04603422e-01
 -4.20357496e-01  7.44677961e-01  3.15613709e-02 -5.64645290e-01
 -4.51062322e-02  1.59086827e-02  2.01815918e-01  3.79229516e-01
 -3.64068627e-01 -8.83581787e-02  2.83373117e-01  4.33068834e-02
 -2.03498498e-01 -6.49411604e-02 -1.98449105e-01  8.27517390e-01
 -6.17297769e-01 -4.00907785e-01 -6.41023964e-02 -4.18016493e-01
  4.90885377e-02 -1.61478114e+00  2.17307091e-01  2.25558311e-01
 -1.38027579e-01  3.55391741e-01  2.85183161e-01  5.31960189e-01
 -4.20148857e-02 -1.69961259e-01 -3.64578456e-01 -1.57376096e-01
  4.45538945e-02  1.42019451e-01 -4.57291961e-01  3.77136201e-01
 -7.39556134e-01 -4.69683260e-02 -5.46397083e-03  7.87315965e-02
 -5.80776893e-02 -1.36348575e-01 -1.07739471e-01  4.46222514e-01
  2.39199474e-01  1.27920061e-01 -2.28307117e-02 -4.10745949e-01
 -5.54068871e-02  7.71524012e-02  1.55835569e-01 -1.33813336e-01
 -2.09131181e-01  3.06400150e-01 -9.45130065e-02  9.93208662e-02
  4.16851014e-01  2.20178872e-01 -2.72059262e-01  5.03302395e-01
 -1.44906819e-01 -2.10524395e-01  1.27913460e-01 -2.50435889e-01
  8.08598027e-02 -7.29688346e-01  2.41866782e-01  2.62399793e-01
 -6.45286274e+00  8.09341311e-01 -2.30486467e-01  2.97540933e-01
  1.80352762e-01 -2.47580767e-01  3.13983411e-01 -7.14736581e-01
  3.51053327e-01  2.58038454e-02  3.41728479e-02  1.25622049e-01
  3.24959755e-01 -4.23745036e-01 -2.37187609e-01  5.47495008e-01
  3.59873697e-02  1.04247769e-02  1.83140948e-01  2.30499074e-01
  3.65311325e-01  2.82388836e-01 -1.54342562e-01 -8.39279652e-01
 -8.15339804e-01 -1.22157507e-01  5.22866607e-01  7.57364392e-01
  3.83060664e-01  1.15954196e+00  7.29711413e-01 -1.94044739e-01
 -6.69892803e-02 -7.61942387e-01  8.29110742e-02  6.34935349e-02
 -6.54568598e-02  6.58704698e-01 -9.20935199e-02  2.50524193e-01
  1.14811007e-02  8.09398115e-01  1.23658152e-02  1.93654522e-01
 -2.44003558e-03  7.17929006e-01  3.04678410e-01  2.22483575e-01
  1.79969251e-01  1.85628429e-01 -1.54724777e-01  1.70234904e-01
  8.20366517e-02 -2.24870607e-01 -4.56628343e-03 -3.29123408e-01
 -1.90873355e-01  5.96431829e-02  7.80826584e-02 -3.93545367e-02
  1.13527048e+00 -6.32060990e-02  1.69236749e-01 -2.38663241e-01
 -1.20970085e-01 -4.54999983e-01 -4.15786728e-02 -4.15801406e-01
  5.76234423e-02  5.45995012e-02 -1.45764962e-01  1.25592008e-01
 -1.22014783e-01 -1.14277989e-01 -3.01556941e-02  1.11959569e-01
  3.35286975e-01 -3.55135053e-01 -3.37312102e-01  2.87313052e-02
  7.17271984e-01  6.52678357e-03 -2.51112401e-01  1.43077478e-01
  5.25766015e-01  1.94079623e-01 -3.98571193e-01 -1.99990913e-01
 -2.73511946e-01 -4.26715702e-01 -1.52979851e-01  3.15296501e-02
  1.08218752e-01  5.42337894e-01  1.84517145e-01  3.43421772e-02
 -6.88914776e-01 -2.18566835e-01 -2.17472389e-01  4.98533279e-01
  4.11558688e-01 -6.14651665e-02 -3.15923169e-02 -2.92666674e-01
  2.11947829e-01 -8.53470936e-02 -7.83475280e-01 -1.51717007e-01
  2.87902534e-01 -4.05504674e-01  2.91284800e-01 -2.96250910e-01
  5.08758128e-01 -3.29424024e-01  8.72088894e-02 -4.14670497e-01
 -9.32180882e-02 -1.91912666e-01 -2.72261128e-02  1.42127812e-01
  2.19546154e-01  1.24840297e-01  6.12781882e-01 -3.12869132e-01
  7.96992108e-02  7.30124593e-01  3.77209157e-01  1.86590508e-01
  1.30632445e-01 -1.99715123e-01  1.64628346e-02 -3.69202614e-01
 -6.57566428e-01  1.32447228e-01 -1.06687643e-01 -3.06562185e-01
 -7.34981671e-02 -1.10942069e-02  1.01804174e-01 -1.47412196e-01
  3.51406336e-01 -3.95157710e-02 -2.25613579e-01  9.38287601e-02
 -5.96455820e-02  4.97317523e-01 -5.27125299e-02  5.63214868e-02
  6.55175298e-02 -1.78069353e-01  5.18809259e-02 -2.54245341e-01
 -2.04175323e-01  1.18513525e+00 -1.50738552e-01 -1.12304583e-01
 -1.07317567e-01 -9.84153599e-02  6.77442610e-01  2.15292618e-01
  2.25566819e-01 -2.10152745e-01 -5.14982119e-02  1.27261132e-01
 -5.25936961e-01 -9.66179650e-03  1.17447948e+00 -9.27317515e-02
  4.97350425e-01  3.89261514e-01 -1.31982401e-01  9.76482034e-01
  2.75295734e-01  2.19810575e-01 -3.49285305e-01  1.16240270e-01
 -4.21955347e-01  2.27692530e-01 -3.23755443e-01  1.56168625e-01
 -3.53751928e-02  1.23471066e-01 -3.96321446e-01 -4.34511274e-01
 -2.35507488e-01  3.81729245e-01 -2.08933800e-01  4.90442663e-02
 -2.78617501e-01  2.50755418e-02  2.71447688e-01 -1.46287382e-01
  4.51226346e-02 -2.78516233e-01  2.12100804e-01  2.95081049e-01
 -9.24685001e-02 -3.99723917e-01  1.61550026e-02 -4.03510362e-01
  7.93693841e-01  1.66227534e-01  1.09376289e-01  3.23290110e-01
 -2.62429118e-02  4.23377007e-01  6.78204715e-01  2.25462139e-01
 -1.69406027e-01  1.23862244e-01 -6.27852306e-02 -3.06376934e-01
  5.23883700e-01 -2.46084049e-01 -7.16675371e-02  2.25705802e-01
  1.48825556e-01 -4.97933961e-02  3.68731879e-02  5.22026360e-01
  8.08815658e-01 -2.95541227e-01  8.02481622e-02  4.34171468e-01
  1.53421566e-01  1.79029673e-01  2.84205288e-01  3.97572556e-04
  3.78359437e-01 -3.89953540e-03 -9.03574005e-02  8.13604221e-02
  3.69533241e-01  1.09854527e-01 -8.02890733e-02 -5.07978052e-02
  4.91707206e-01  1.40221462e-01 -2.89028972e-01 -6.44212961e-02
 -1.32313579e-01  2.80491531e-01 -1.86413750e-01  1.96696430e-01
 -9.55141410e-02  1.21988930e-01 -1.10825859e-01 -1.67328510e-02
  6.55150041e-02 -4.83601660e-01 -5.27353168e-01 -6.59830645e-02
  3.25158872e-02 -3.19419764e-02 -3.36958766e-01  5.31723619e-01
  1.29871532e-01 -3.25892985e-01  5.95756114e-01  3.07782322e-01
  4.72426005e-02  7.46997520e-02  5.97527266e-01 -9.32606041e-01
 -5.87872446e-01  1.07998407e+00  3.45895886e-02 -5.59743226e-01
 -5.36937654e-01  6.62808046e-02 -1.81990191e-01  1.16670273e-01
  4.55452561e-01 -4.09248173e-01 -1.88300416e-01 -1.19728446e+00
  4.16888446e-02 -1.92370355e-01 -2.11107373e-01  2.53973961e-01
  2.53549516e-01 -3.11381042e-01 -1.34597659e-01  2.31333613e-01
  6.43301010e-01 -2.10136876e-01 -4.04572636e-02  2.72410750e-01
 -5.15398383e-02  1.81685731e-01 -1.99041232e-01 -2.69029826e-01
 -5.28862067e-02 -7.26004183e-01  2.45951951e-01  2.47555748e-01
 -2.32055746e-02  2.07836747e-01 -5.60572185e-02  1.09541678e+00
  8.39660615e-02  3.09312671e-01 -3.92851770e-01  1.68630645e-01
 -5.26731983e-02  1.52634993e-01  7.24134743e-01  3.56346458e-01
  1.10250577e-01  2.91694030e-02  7.23570108e-01 -9.89759192e-02
  6.85153961e-01 -1.17512569e-02 -1.91771314e-01  2.01288432e-01
 -2.38805979e-01 -3.19190770e-01 -3.09206173e-02  9.50419083e-02
 -1.46061018e-01  3.00779611e-01 -1.07591100e-01  1.89977497e-01
 -3.23612124e-01  5.29333353e-01 -7.07622692e-02  1.76429704e-01
 -1.15758240e-01 -1.80989906e-01 -4.10880670e-02  3.42795998e-01
 -7.26357937e-01  2.55535394e-02 -5.49374759e-01 -1.40109286e-01
 -2.95217991e+00  1.97445735e-01 -5.07062793e-01  2.16651261e-02
 -1.93077475e-01 -1.26762554e-01  2.76955336e-01 -1.07236080e-01
 -6.09766506e-02 -2.85115808e-01  4.43197004e-02 -2.18963116e-01
  8.33951682e-02  4.93199289e-01  2.07766145e-01 -2.00812519e-01
 -1.99508488e-01  2.28766371e-02  3.85110080e-01  4.45593625e-01
 -6.82817996e-02  2.58504778e-01  3.43778357e-02  2.40621790e-01
  5.17131276e-02  7.81683266e-01 -1.81411251e-01 -2.22965404e-01
 -1.23303356e-02  9.65673104e-03  1.77675426e-01  3.91867101e-01
 -3.56419086e-01  2.30511069e-01  1.80810869e-01 -4.01521027e-02
 -1.24897428e-01  6.56020343e-02 -3.32295410e-02 -1.33426145e-01
  2.28930842e-02  2.11609378e-01 -3.53453130e-01 -1.99066743e-01
 -8.60578790e-02 -4.28833574e-01  6.56995028e-02 -3.80944371e-01
 -2.97634244e-01  4.77482378e-03  3.91101092e-01  3.62599827e-02
  2.65082240e-01 -3.17009807e-01 -2.04360545e-01  1.47102609e-01
  2.41231918e-01  4.88364659e-02 -2.94014782e-01  2.05618650e-01
 -1.50944397e-01 -2.82899886e-01  1.85723975e-01 -9.25436988e-02
  4.97393161e-01 -6.55320942e-01  2.02732831e-02 -4.69041556e-01
 -1.21005490e-01 -2.05464676e-01 -2.51449108e-01  3.79256397e-01
 -7.03141615e-02 -2.14002043e-01 -9.95350853e-02 -1.54641390e-01
  4.79862183e-01  3.80585015e-01  5.71700819e-02  1.09833673e-01
  1.86558247e-01  5.58724821e-01 -9.77192000e-02 -5.33218145e-01]"
